"yt";"issued";"title";"value";"color";"type"
"CP232B";1945;"Colis postaux, Livraison à domicile";"7.80 ₣ - French franc";"Green";"collis posteaux"
"CP233";1945;"parcel Post";"6.60 ₣ - French franc";"Dark blue | Red violet";"collis posteaux"
"D89";1985;"Type A";"Variable ₣ - French franc";"Sky blue";"undefined"
"D182";1991;"Type B";"Variable º - No Face Value";"Sky blue";"undefined"
"D198";1992;"Type C. Flight of Birds in Vee Formation";"Variable º - No Face Value";"Sky blue";"undefined"
"D248";1999;"PhilexFrance International Philatelic Show. World of Stamps";"Variable º - No Face Value";"Turquoise blue";"undefined"
"EPA1";1920;"Guynemer";"None º - No Face Value";"Multicolor";"undefined"
"EPA2";1920;"Guynemer Overprinted";"None º - No Face Value";"Multicolor";"undefined"
"F1";1932;"Timbre fictif de cours dinstruction";"0.01 U - Unit";"-";"timbres fictifs"
"F2";1932;"Timbre fictif de cours dinstruction";"0.02 U - Unit";"-";"timbres fictifs"
"F3";1932;"Timbre fictif de cours dinstruction";"0.03 U - Unit";"-";"timbres fictifs"
"F4";1932;"Timbre fictif de cours dinstruction";"0.05 U - Unit";"-";"timbres fictifs"
"F5";1932;"Timbre fictif de cours dinstruction";"0.10 U - Unit";"-";"timbres fictifs"
"F6";1932;"Timbre fictif de cours dinstruction";"0.15 U - Unit";"-";"timbres fictifs"
"F7";1932;"Timbre fictif de cours dinstruction";"0.20 U - Unit";"-";"timbres fictifs"
"F8";1932;"Timbre fictif de cours dinstruction";"0.25 U - Unit";"-";"timbres fictifs"
"F9";1932;"Timbre fictif de cours dinstruction";"0.30 U - Unit";"-";"timbres fictifs"
"F10";1932;"Timbre fictif de cours dinstruction";"0.40 U - Unit";"-";"timbres fictifs"
"F11";1932;"Timbre fictif de cours dinstruction";"0.45 U - Unit";"-";"timbres fictifs"
"F12";1932;"Timbre fictif de cours dinstruction";"0.50 U - Unit";"-";"timbres fictifs"
"F13";1932;"Timbre fictif de cours dinstruction";"0.65 U - Unit";"-";"timbres fictifs"
"F14";1932;"Timbre fictif de cours dinstruction";"0.75 U - Unit";"-";"timbres fictifs"
"F15";1932;"Timbre fictif de cours dinstruction";"0.90 U - Unit";"-";"timbres fictifs"
"F16";1932;"Timbre fictif de cours dinstruction";"1 U - Unit";"-";"timbres fictifs"
"F17";1932;"Timbre fictif de cours dinstruction";"1.50 U - Unit";"-";"timbres fictifs"
"F18";1932;"Timbre fictif de cours dinstruction";"2 U - Unit";"-";"timbres fictifs"
"F19";1932;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F20";1932;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F21";1932;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F22";1932;"Timbre fictif de cours dinstruction";"20 U - Unit";"-";"timbres fictifs"
"F23";1935;"Timbre fictif de cours dinstruction";"0.01 U - Unit";"-";"timbres fictifs"
"F24";1935;"Timbre fictif de cours dinstruction";"0.02 U - Unit";"-";"timbres fictifs"
"F25";1935;"Timbre fictif de cours dinstruction";"0.03 U - Unit";"-";"timbres fictifs"
"F26";1935;"Timbre fictif";"5 French centime";"Pink lilac";"timbres fictifs"
"F27";1935;"Timbre fictif de cours dinstruction";"0.10 U - Unit";"-";"timbres fictifs"
"F28";1935;"Timbre fictif de cours dinstruction";"0.15 U - Unit";"-";"timbres fictifs"
"F29";1935;"Timbre fictif de cours dinstruction";"0.20 U - Unit";"-";"timbres fictifs"
"F30";1935;"Timbre fictif de cours dinstruction";"0.25 U - Unit";"-";"timbres fictifs"
"F31";1935;"Timbre fictif de cours dinstruction";"0.30 U - Unit";"-";"timbres fictifs"
"F32";1935;"Timbre fictif de cours dinstruction";"0.40 U - Unit";"-";"timbres fictifs"
"F33";1935;"Timbre fictif de cours dinstruction";"0.45 U - Unit";"-";"timbres fictifs"
"F34";1935;"Timbre fictif de cours dinstruction";"0.50 U - Unit";"-";"timbres fictifs"
"F35";1935;"Timbre fictif de cours dinstruction";"0.65 U - Unit";"-";"timbres fictifs"
"F36";1935;"Timbre fictif de cours dinstruction";"0.75 U - Unit";"-";"timbres fictifs"
"F37";1935;"Timbre fictif de cours dinstruction";"1 U - Unit";"-";"timbres fictifs"
"F38";1935;"Timbre fictif de cours dinstruction";"1.25 U - Unit";"-";"timbres fictifs"
"F39";1935;"Timbre fictif de cours dinstruction";"1.50 U - Unit";"-";"timbres fictifs"
"F40";1935;"Timbre fictif de cours dinstruction";"1.75 U - Unit";"-";"timbres fictifs"
"F41";1935;"Timbre fictif de cours dinstruction";"0.90 U - Unit";"-";"timbres fictifs"
"F42";1935;"Timbre fictif de cours dinstruction";"2 U - Unit";"-";"timbres fictifs"
"F43";1935;"Timbre fictif de cours dinstruction";"3.50 U - Unit";"-";"timbres fictifs"
"F44";1935;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F45";1935;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F46";1935;"Timbre fictif de cours dinstruction";"20 U - Unit";"-";"timbres fictifs"
"F47";1945;"Timbre fictif de cours dinstruction";"0.60 U - Unit";"-";"timbres fictifs"
"F48";1945;"Timbre fictif de cours dinstruction";"0.80 U - Unit";"-";"timbres fictifs"
"F49";1945;"Timbre fictif de cours dinstruction";"1 U - Unit";"-";"timbres fictifs"
"F50";1945;"Timbre fictif de cours dinstruction";"1.20 U - Unit";"-";"timbres fictifs"
"F51";1945;"Timbre fictif de cours dinstruction";"1.50 U - Unit";"-";"timbres fictifs"
"F52";1945;"Timbre fictif de cours dinstruction";"2 U - Unit";"-";"timbres fictifs"
"F53";1945;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F54";1945;"Timbre fictif de cours dinstruction";"4 U - Unit";"-";"timbres fictifs"
"F55";1945;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F56";1945;"Timbre fictif de cours dinstruction";"6 U - Unit";"-";"timbres fictifs"
"F57";1945;"Timbre fictif de cours dinstruction";"15 U - Unit";"-";"timbres fictifs"
"F58";1945;"Timbre fictif de cours dinstruction";"25 U - Unit";"-";"timbres fictifs"
"F59";1945;"Timbre fictif de cours dinstruction";"50 U - Unit";"-";"timbres fictifs"
"F60";1945;"Timbre fictif de cours dinstruction";"100 U - Unit";"-";"timbres fictifs"
"F61";1946;"Timbre fictif de cours dinstruction";"2.50 U - Unit";"-";"timbres fictifs"
"F62";1946;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F63";1946;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F64";1946;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F65";1946;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F66";1946;"Timbre fictif de cours dinstruction";"25 U - Unit";"-";"timbres fictifs"
"F67";1946;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F68";1946;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F69";1949;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F70";1949;"Timbre fictif de cours dinstruction";"12 U - Unit";"-";"timbres fictifs"
"F71";1949;"Timbre fictif de cours dinstruction";"15 U - Unit";"-";"timbres fictifs"
"F72";1949;"Timbre fictif de cours dinstruction";"15 U - Unit";"-";"timbres fictifs"
"F73";1946;"Timbre fictif de cours dinstruction";"20 U - Unit";"-";"timbres fictifs"
"F74";1949;"Timbre fictif de cours dinstruction";"25 U - Unit";"-";"timbres fictifs"
"F75";1946;"Timbre fictif de cours dinstruction";"200 U - Unit";"-";"timbres fictifs"
"F76";1949;"Timbre fictif de cours dinstruction";"100 U - Unit";"-";"timbres fictifs"
"F77";1950;"Timbre fictif de cours dinstruction";"0.10 U - Unit";"-";"timbres fictifs"
"F78";1950;"Timbre fictif de cours dinstruction";"0.50 U - Unit";"-";"timbres fictifs"
"F79";1950;"Timbre fictif de cours dinstruction";"1 U - Unit";"-";"timbres fictifs"
"F80";1950;"Timbre fictif de cours dinstruction";"2 U - Unit";"-";"timbres fictifs"
"F81";1950;"Timbre fictif de cours dinstruction";"4 U - Unit";"-";"timbres fictifs"
"F82";1950;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F83";1950;"Timbre fictif de cours dinstruction";"8 U - Unit";"-";"timbres fictifs"
"F84";1950;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F85";1950;"Timbre fictif de cours dinstruction";"12 U - Unit";"-";"timbres fictifs"
"F86";1950;"Timbre fictif de cours dinstruction";"15 U - Unit";"-";"timbres fictifs"
"F87";1950;"Timbre fictif de cours dinstruction";"20 U - Unit";"-";"timbres fictifs"
"F88";1950;"Timbre fictif de cours dinstruction";"25 U - Unit";"-";"timbres fictifs"
"F89";1950;"Timbre fictif de cours dinstruction";"40 U - Unit";"-";"timbres fictifs"
"F90";1950;"Timbre fictif de cours dinstruction";"50 U - Unit";"-";"timbres fictifs"
"F91";1950;"Timbre fictif de cours dinstruction";"100 U - Unit";"-";"timbres fictifs"
"F92";1950;"Timbre fictif de cours dinstruction";"200 U - Unit";"-";"timbres fictifs"
"F93";1950;"Timbre fictif de cours dinstruction";"300 U - Unit";"-";"timbres fictifs"
"F94";1950;"Timbre fictif de cours dinstruction";"500 U - Unit";"-";"timbres fictifs"
"F95";1950;"Timbre fictif de cours dinstruction";"1,000 U - Unit";"-";"timbres fictifs"
"F96";1951;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F97";1951;"Timbre fictif de cours dinstruction";"6 U - Unit";"-";"timbres fictifs"
"F98";1951;"Timbre fictif de cours dinstruction";"18 U - Unit";"-";"timbres fictifs"
"F99";1951;"Timbre fictif de cours dinstruction";"30 U - Unit";"-";"timbres fictifs"
"F100";1951;"Timbre fictif de cours dinstruction";"1 U - Unit";"-";"timbres fictifs"
"F101";1952;"Timbre fictif de cours dinstruction";"20 U - Unit";"-";"timbres fictifs"
"F102";1954;"Timbre fictif de cours dinstruction";"2 U - Unit";"-";"timbres fictifs"
"F103";1954;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F104";1954;"Timbre fictif de cours dinstruction";"15 U - Unit";"-";"timbres fictifs"
"F105";1954;"Timbre fictif de cours dinstruction";"6 U - Unit";"-";"timbres fictifs"
"F106";1954;"Timbre fictif de cours dinstruction";"8 U - Unit";"-";"timbres fictifs"
"F107";1954;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F108";1954;"Timbre fictif de cours dinstruction";"12 U - Unit";"-";"timbres fictifs"
"F109";1954;"Timbre fictif de cours dinstruction";"18 U - Unit";"-";"timbres fictifs"
"F110";1954;"Timbre fictif de cours dinstruction";"20 U - Unit";"-";"timbres fictifs"
"F111";1954;"Timbre fictif de cours dinstruction";"30 U - Unit";"-";"timbres fictifs"
"F112";1954;"Timbre fictif de cours dinstruction";"40 U - Unit";"-";"timbres fictifs"
"F113";1954;"Timbre fictif de cours dinstruction";"50 U - Unit";"-";"timbres fictifs"
"F114";1954;"Timbre fictif de cours dinstruction";"100 U - Unit";"-";"timbres fictifs"
"F115";1954;"Timbre fictif de cours dinstruction";"500 U - Unit";"-";"timbres fictifs"
"F116";1956;"Timbre fictif de cours dinstruction";"0.70 U - Unit";"Blue | Red";"timbres fictifs"
"F117";1956;"Timbre fictif de cours dinstruction";"0.80 U - Unit";"Brown | Red";"timbres fictifs"
"F118";1956;"Timbre fictif de cours dinstruction";"1 U - Unit";"-";"timbres fictifs"
"F119";1956;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F120";1956;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F121";1956;"Timbre fictif de cours dinstruction";"12 U - Unit";"Black brown | Slate";"timbres fictifs"
"F122";1956;"Timbre fictif de cours dinstruction";"25 U - Unit";"Brown | Dark brown";"timbres fictifs"
"F123";1956;"Timbre fictif de cours dinstruction";"50 U - Unit";"-";"timbres fictifs"
"F124";1956;"Timbre fictif de cours dinstruction";"75 U - Unit";"Green";"timbres fictifs"
"F125";1956;"Timbre fictif de cours dinstruction";"100 U - Unit";"-";"timbres fictifs"
"F126";1956;"Timbre fictif de cours dinstruction";"200 U - Unit";"-";"timbres fictifs"
"F127";1956;"Timbre fictif de cours dinstruction";"500 U - Unit";"-";"timbres fictifs"
"F128";1956;"Timbre fictif de cours dinstruction";"1,000 U - Unit";"-";"timbres fictifs"
"F129";1957;"Timbre fictif de cours dinstruction";"6 U - Unit";"Brown | Yellow";"timbres fictifs"
"F130";1957;"Timbre fictif de cours dinstruction";"12 U - Unit";"Lilac";"timbres fictifs"
"F131";1957;"Timbre fictif de cours dinstruction";"20 U - Unit";"Ultramarine";"timbres fictifs"
"F132";1957;"Timbre fictif de cours dinstruction";"15 U - Unit";"-";"timbres fictifs"
"F133";1957;"Timbre fictif de cours dinstruction";"35 U - Unit";"Carmine rose";"timbres fictifs"
"F134";1957;"Timbre fictif de cours dinstruction";"50 U - Unit";"-";"timbres fictifs"
"F135";1957;"Timbre fictif de cours dinstruction";"65 U - Unit";"Blackish green | Blue";"timbres fictifs"
"F136";1958;"Timbre fictif de cours dinstruction";"8 U - Unit";"Ochre | Yellowish green";"timbres fictifs"
"F137";1958;"Timbre fictif de cours dinstruction";"25 U - Unit";"Dark brown | Slate grey";"timbres fictifs"
"F138";1958;"Timbre fictif de cours dinstruction";"500 U - Unit";"-";"timbres fictifs"
"F139";1958;"Timbre fictif de cours dinstruction";"1,000 U - Unit";"-";"timbres fictifs"
"F140";1961;"Timbre fictif de cours dinstruction";"0.05 U - Unit";"-";"timbres fictifs"
"F141";1961;"Timbre fictif de cours dinstruction";"0.10 U - Unit";"-";"timbres fictifs"
"F142";1961;"Timbre fictif de cours dinstruction";"0.15 U - Unit";"-";"timbres fictifs"
"F143";1961;"Timbre fictif de cours dinstruction";"0.20 U - Unit";"-";"timbres fictifs"
"F144";1961;"Timbre fictif de cours dinstruction";"0.20 U - Unit";"-";"timbres fictifs"
"F145";1961;"Timbre fictif de cours dinstruction";"0.25 U - Unit";"-";"timbres fictifs"
"F146";1961;"Timbre fictif de cours dinstruction";"0.15 U - Unit";"-";"timbres fictifs"
"F147";1961;"Timbre fictif de cours dinstruction";"0.30 U - Unit";"-";"timbres fictifs"
"F148";1961;"Timbre fictif de cours dinstruction";"0.45 U - Unit";"-";"timbres fictifs"
"F149";1961;"Timbre fictif de cours dinstruction";"0.50 U - Unit";"-";"timbres fictifs"
"F150";1961;"Timbre fictif de cours dinstruction";"0.65 U - Unit";"-";"timbres fictifs"
"F151";1961;"Timbre fictif de cours dinstruction";"0.85 U - Unit";"-";"timbres fictifs"
"F152";1961;"Timbre fictif de cours dinstruction";"1 U - Unit";"-";"timbres fictifs"
"F153";1961;"Timbre fictif de cours dinstruction";"2 U - Unit";"-";"timbres fictifs"
"F154";1961;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F155";1961;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F156";1961;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F157";1962;"Timbre fictif de cours dinstruction";"0.95 U - Unit";"-";"timbres fictifs"
"F158";1964;"Timbre fictif de cours dinstruction";"0.01 U - Unit";"-";"timbres fictifs"
"F159";1964;"Timbre fictif de cours dinstruction";"0.02 U - Unit";"-";"timbres fictifs"
"F160";1964;"Timbre fictif de cours dinstruction";"0.12 U - Unit";"-";"timbres fictifs"
"F161";1964;"Timbre fictif de cours dinstruction";"0.18 U - Unit";"-";"timbres fictifs"
"F162";1965;"Timbre fictif de cours dinstruction";"0.40 U - Unit";"-";"timbres fictifs"
"F163";1965;"Timbre fictif de cours dinstruction";"0.60 U - Unit";"-";"timbres fictifs"
"F164";1964;"Timbre fictif de cours dinstruction";"0.70 U - Unit";"-";"timbres fictifs"
"F165";1965;"Timbre fictif de cours dinstruction";"1 U - Unit";"-";"timbres fictifs"
"F166";1965;"Timbre fictif de cours dinstruction";"1.30 U - Unit";"-";"timbres fictifs"
"F167";1965;"Timbre fictif de cours dinstruction";"2.30 U - Unit";"-";"timbres fictifs"
"F168";1965;"Timbre fictif de cours dinstruction";"3 U - Unit";"-";"timbres fictifs"
"F169";1965;"Timbre fictif de cours dinstruction";"5 U - Unit";"-";"timbres fictifs"
"F170";1965;"Timbre fictif de cours dinstruction";"0.30 U - Unit";"-";"timbres fictifs"
"F171";1966;"Timbre fictif de cours dinstruction";"0.05 U - Unit";"-";"timbres fictifs"
"F172";1966;"Timbre fictif de cours dinstruction";"0.10 U - Unit";"-";"timbres fictifs"
"F173";1966;"Timbre fictif de cours dinstruction";"0.20 U - Unit";"-";"timbres fictifs"
"F174";1967;"Timbre fictif de cours dinstruction";"0.05 U - Unit";"-";"timbres fictifs"
"F175";1967;"Timbre fictif de cours dinstruction";"0.30 U - Unit";"-";"timbres fictifs"
"F176";1967;"Timbre fictif de cours dinstruction";"0.45 U - Unit";"-";"timbres fictifs"
"F177";1967;"Timbre fictif de cours dinstruction";"0.50 U - Unit";"-";"timbres fictifs"
"F178";1967;"Timbre fictif de cours dinstruction";"0.80 U - Unit";"-";"timbres fictifs"
"F179";1967;"Timbre fictif de cours dinstruction";"2 U - Unit";"-";"timbres fictifs"
"F180";1967;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F181";1969;"Fictitious stamp tutorial";"0.40 U - Unit";"-";"timbres fictifs"
"F182";1969;"Fictitious stamp tutorial";"1 U - Unit";"-";"timbres fictifs"
"F183";1969;"Fictitious stamp tutorial";"2 U - Unit";"-";"timbres fictifs"
"F184";1969;"Fictitious stamp tutorial";"3 U - Unit";"-";"timbres fictifs"
"F185";1969;"Fictitious stamp tutorial";"5 U - Unit";"-";"timbres fictifs"
"F186";1969;"Fictitious stamp tutorial";"5 U - Unit";"-";"timbres fictifs"
"F187";1969;"Fictitious stamp tutorial";"10 U - Unit";"-";"timbres fictifs"
"F188";1971;"Timbre fictif de cours dinstruction";"10 U - Unit";"-";"timbres fictifs"
"F189";1972;"Timbre fictif de cours dinstruction";"0.01 U - Unit";"-";"timbres fictifs"
"F190";1972;"Timbre fictif de cours dinstruction";"0.02 U - Unit";"-";"timbres fictifs"
"F191";1972;"Timbre fictif de cours dinstruction";"0.05 U - Unit";"-";"timbres fictifs"
"F192";1972;"Timbre fictif de cours dinstruction";"0.10 U - Unit";"-";"timbres fictifs"
"F193";1972;"Timbre fictif de cours dinstruction";"0.20 U - Unit";"-";"timbres fictifs"
"F194";1972;"Timbre fictif de cours dinstruction";"0.30 U - Unit";"-";"timbres fictifs"
"F195";1972;"Timbre fictif de cours dinstruction";"0.15 U - Unit";"-";"timbres fictifs"
"F196";1972;"XXX Anniversaire de la Libération.";"0.40 U - Unit";"-";"timbres fictifs"
"F197";1972;"Timbre fictif de cours dinstruction";"0.50 U - Unit";"-";"timbres fictifs"
"F198";1972;"Timbre fictif de cours dinstruction";"0.85 U - Unit";"-";"timbres fictifs"
"F199";1972;"Timbre fictif de cours dinstruction";"0.90 U - Unit";"-";"timbres fictifs"
"F200";1972;"Timbre fictif de cours dinstruction";"20 U - Unit";"-";"timbres fictifs"
"F201";1974;"Timbre fictif de cours dinstruction";"0.60 U - Unit";"-";"timbres fictifs"
"F202";1974;"Timbre fictif de cours dinstruction";"2 U - Unit";"-";"timbres fictifs"
